mass_A
t	y
12.345666666666668	-95.64221908439299
12.5125	-95.53016823271128
12.679333333333334	-95.74456799109339
12.846166666666665	-95.80660266701216
13.013000000000002	-96.2633959447187
13.179833333333335	-96.571108797433
13.346666666666668	-97.02705650842404
13.5135	-97.46405350935788
13.680333333333333	-98.23200288252451
13.847166666666668	-98.84467613584025
14.014	-92.44851715858636
14.180833333333334	-92.60958503538791
14.347666666666665	-92.44197359660643
14.514500000000002	-92.53202506831735
14.681333333333335	-92.60182947229464
14.848166666666668	-92.90386147347522
15.015	-93.34519302877334
15.181833333333334	-93.61484508829426
15.348666666666668	-94.25390342242235
15.5155	-94.93891105364196
15.682333333333334	-95.30259653370263
15.849166666666665	-96.18854648899628
16.016	-96.7972843886148
16.182833333333335	-90.7685306137098
16.349666666666668	-90.90891509340463
16.516500000000004	-90.91395729089322
16.683333333333337	-90.9332142973501
16.85016666666667	-91.2855394222372
17.017000000000003	-91.67986528022061
17.183833333333336	-92.17070715415889
17.35066666666667	-92.67374578568183
17.5175	-93.30049625288734
17.684333333333335	-93.77689931834698
17.851166666666668	-94.33428285996729
18.018000000000004	-94.73096226489565
18.184833333333337	-95.72052396549657
18.35166666666667	-86.53918521414539
18.518500000000003	-88.3541346460172
18.685333333333336	-88.37320396867972
18.85216666666667	-88.31684863082523
19.019	-88.68545407330816
19.185833333333335	-88.92915909835688
19.35266666666667	-89.4439871728971
19.519500000000004	-89.76069206909301
19.686333333333337	-90.51431553148427
19.85316666666667	-91.2368674836166
20.020000000000003	-91.7865685229965
20.186833333333336	-92.60474565861819
20.35366666666667	-93.27807978276701
20.5205	-85.41765964272531
20.687333333333335	-83.56676193968246
20.85416666666667	-83.67484981262851
21.021000000000004	-83.67746870840779
21.187833333333337	-83.82710233522425
21.35466666666667	-84.56118903028369
21.521500000000003	-85.20207129475534
21.688333333333336	-85.88960634932118
21.85516666666667	-86.53168710133264
22.022	-87.3608291339026
22.188833333333335	-88.81638326453435
22.35566666666667	-89.58323303107477
22.522500000000004	-90.63679254753629
22.689333333333337	-82.18544574082216
22.85616666666667	-81.47447159814033
23.023000000000003	-81.443489151324
23.189833333333336	-81.75297659746911
23.35666666666667	-82.46105125473741
23.523500000000002	-82.69104899243848
23.690333333333335	-83.38156057900164
23.85716666666667	-83.87936767024735
24.024000000000004	-84.5845037230522
24.190833333333337	-85.16505470531638
24.35766666666667	-85.96431258732969
24.524500000000003	-86.52308677894393
24.691333333333336	-86.49878984380325
24.85816666666667	-81.43640596385762
25.025000000000002	-81.36843800051656
25.191833333333335	-81.58192573305064
25.525500000000005	-81.78916085721062
25.692333333333337	-82.24206258247523
25.85916666666667	-82.72317905549744
26.026000000000003	-83.3407019944043
26.192833333333336	-84.00715835892584
26.35966666666667	-84.48911387613907
26.526500000000002	-85.27184209835173
26.693333333333335	-86.06312510827706
26.86016666666667	-85.4921884026628
27.027000000000005	-78.14654625895582
27.193833333333338	-77.84377279399632
27.36066666666667	-77.61426626320917
27.527500000000003	-78.317825474154
27.694333333333336	-78.76467754862506
27.86116666666667	-79.10566379889838
28.028000000000002	-79.6551505474838
28.194833333333335	-80.50280411613176
28.36166666666667	-81.23482124816996
28.528500000000005	-81.77124340564569
28.695333333333334	-82.53439267877388
28.86216666666667	-83.41534327863246
29.029000000000003	-84.52303378633246
29.195833333333336	-75.64891299882424
29.36266666666667	-75.21250277038666
29.529500000000002	-76.1426032449167
29.696333333333335	-76.4750179222799
29.86316666666667	-77.55344021082988
30.030000000000005	-77.53442144242399
30.196833333333334	-78.27486860159684
30.36366666666667	-78.80453075838909
30.530500000000004	-79.6394467605785
30.697333333333336	-80.32130832562234
30.86416666666667	-80.98040644379125
31.031000000000002	-81.52914994192702
31.197833333333335	-82.43762187831885
31.364666666666672	-77.51748084844826
31.531500000000005	-74.37070241082097
31.69833333333333	-74.25065880927127
31.86516666666667	-74.58273607756132
32.032	-74.7555104631922
32.19883333333333	-75.17089075806211
32.36566666666668	-75.51291468600948
32.532500000000006	-75.8310402500822
32.69933333333334	-76.4004927325825
32.866166666666665	-77.0803121874967
33.033	-77.75849783484341
33.19983333333333	-78.42156346060324
33.36666666666667	-79.50651124219735
33.53349999999999	-79.9614633914914
33.70033333333333	-80.70711173056998
33.86716666666667	-72.87960173345505
34.034	-71.7639922413498
34.200833333333335	-71.64550731670465
34.367666666666665	-71.77440089641209
34.5345	-71.91744929777064
34.70133333333333	-72.22553168990862
34.86816666666667	-72.74006850651836
35.03499999999999	-73.63661835677158
35.20183333333333	-74.12093957586717
35.36866666666667	-74.83291403560042
35.5355	-75.3936984131094
35.702333333333335	-75.88063159309627
35.869166666666665	-76.45543900726511
36.036	-77.14959206620824
36.20283333333333	-77.8844010260093
36.36966666666667	-73.5220690274316
36.53649999999999	-68.97048217173528
36.70333333333333	-68.62060758753228
36.87016666666667	-68.67006716712717
37.037	-68.7245244378189
37.203833333333336	-68.99643616327103
37.370666666666665	-69.50470567450384
37.5375	-69.91239929069366
37.70433333333333	-70.39251193452333
37.87116666666667	-70.83702790878556
38.038	-71.57576135585737
38.20483333333333	-72.52613066895105
38.37166666666667	-73.36812894577724
38.5385	-74.19826939421978
38.705333333333336	-74.91842258275096
38.872166666666665	-74.67877611003905
39.039	-65.80554548840678
39.20583333333333	-65.1977580173509
39.37266666666667	-65.50035749621475
39.5395	-65.74923427156386
39.70633333333333	-66.24459021906796
39.87316666666667	-66.56922186089105
40.04	-67.13798885593246
40.206833333333336	-67.7191139678173
40.373666666666665	-68.3280832467583
40.5405	-68.83324812715341
40.70733333333333	-69.46588306542367
40.87416666666667	-70.08277539747314
41.041	-71.04500529543384
41.20783333333333	-71.37760903943877
41.37466666666667	-63.02052107681516
41.5415	-62.56517034004605
41.708333333333336	-62.61067938675592
41.875166666666665	-62.785624445839176
42.042	-63.845414478488465
42.20883333333333	-64.266161389118
42.37566666666667	-64.74862861565839
42.5425	-66.01435485640445
42.70933333333333	-67.21387932104494
42.87616666666667	-68.17479714034971
43.043	-69.21077682170971
43.209833333333336	-70.0200263122174
43.376666666666665	-70.66646144122956
43.5435	-63.78090229169629
43.71033333333333	-62.36675075177686
43.87716666666667	-62.37935404235782
44.044000000000004	-62.64489305572329
44.21083333333333	-63.049506190199054
44.37766666666667	-63.424890354308445
44.5445	-63.91520425117392
44.711333333333336	-64.44138029779356
44.878166666666665	-65.17654081114961
45.045	-65.9046591293652
45.21183333333333	-66.71783939853799
45.37866666666667	-67.5118639218274
45.545500000000004	-68.35142006339402
45.71233333333333	-69.32098581874175
45.87916666666667	-60.74705475497444
46.046	-60.10855201968525
46.212833333333336	-60.393391376672525
46.379666666666665	-60.61191809817342
46.5465	-61.03166300666362
46.71333333333333	-61.452539344314346
46.88016666666667	-61.99111281819364
47.047000000000004	-62.49984528802361
47.21383333333333	-63.101332760893456
47.38066666666667	-63.81749592369306
47.5475	-64.46655528950555
47.714333333333336	-65.4736279413803
47.881166666666665	-66.43853958218347
48.048	-66.67023397019943
48.21483333333333	-58.33661802472875
48.38166666666667	-58.09099555749913
48.548500000000004	-58.438032673204816
48.715333333333334	-58.62328095356611
48.88216666666667	-58.90883909488798
49.049	-59.50542965023146
49.215833333333336	-59.99297344891238
49.382666666666665	-60.52731739762271
49.5495	-61.197079206013086
49.71633333333333	-61.85900392591543
49.88316666666667	-62.52861893150134
50.050000000000004	-63.46365367900444
50.216833333333334	-64.55412310418728
50.38366666666667	-66.53172604546467
50.5505	-58.892870355445666
50.717333333333336	-57.354332994681045
50.884166666666665	-57.23661360381561
51.051	-57.55222171756145
51.21783333333333	-58.370147558138115
51.38466666666666	-58.67746952670086
51.551500000000004	-59.293149572295306
51.718333333333334	-59.79169711461941
51.88516666666667	-60.38035367746238
52.052	-61.25204734746353
52.218833333333336	-61.96166520807196
52.385666666666665	-62.58589968497313
52.5525	-63.455353875820265
52.71933333333333	-64.14562278706967
52.88616666666666	-64.90873955902248
53.053000000000004	-65.71311245101879
53.219833333333334	-56.55557965677576
53.38666666666667	-55.77425965681937
53.5535	-55.592235668944795
53.720333333333336	-55.61361855339442
53.887166666666666	-55.77047135218663
54.054	-56.24541618871922
54.22083333333333	-56.79712453598813
54.38766666666666	-57.348944636215265
54.554500000000004	-57.77882700319083
54.721333333333334	-58.56740787324293
54.88816666666667	-59.320471605195735
55.055	-60.29006594998896
55.221833333333336	-60.93318508436437
55.388666666666666	-61.49017326384205
55.5555	-62.49174076688337
55.72233333333333	-63.76610271458685
55.88916666666666	-56.19301202542579
56.056000000000004	-54.18384407742701
56.222833333333334	-54.00468844755801
56.38966666666667	-53.79259298103284
56.5565	-54.01762739410083
56.723333333333336	-54.25542381139098
56.890166666666666	-55.00925611045727
57.057	-55.69008039576943
57.22383333333333	-56.21673337519019
57.39066666666666	-56.80893864799032
57.557500000000005	-57.91529140504963
57.724333333333334	-58.49743487666842
57.89116666666667	-59.16560668235752
58.058	-59.78556581242242
58.224833333333336	-60.386824481296344
58.391666666666666	-61.10120522942657
58.5585	-61.78095391191505
58.72533333333333	-62.49215866615782
58.89216666666666	-63.76702905319348
59.059000000000005	-52.87813815035429
59.225833333333334	-51.815230737740194
59.39266666666667	-51.57519137446184
59.5595	-51.58336686417374
59.726333333333336	-51.657333486271455
59.893166666666666	-52.11347086282285
60.06	-52.88061427315256
60.22683333333333	-53.495088130296836
60.39366666666666	-53.93189107529247
60.560500000000005	-54.367829420627004
60.727333333333334	-54.87836717549453
60.89416666666667	-55.351912161883774
61.061	-55.9553143482683
61.227833333333336	-56.49346238109479
61.394666666666666	-57.01645005806972
61.5615	-57.47786450397393
61.72833333333333	-58.27485822684207
61.89516666666667	-59.046747767475836
62.062000000000005	-59.441551086634036
62.228833333333334	-60.23682505954184
62.39566666666667	-60.79418294512129
62.5625	-61.396276332903426
62.72933333333334	-62.544061772563964
62.896166666666666	-51.14460898717448
63.063	-49.83423994378268
63.22983333333333	-49.282736791347816
63.39666666666667	-49.30477690736302
63.563500000000005	-49.50639163437904
63.730333333333334	-49.680285965637495
63.897166666666664	-49.9739209034733
64.06400000000001	-50.3944300057517
64.23083333333334	-50.81232425042003
64.39766666666667	-51.4815093319628
64.5645	-52.23573876337309
64.73133333333334	-52.72402030005651
64.89816666666667	-52.98150648313117
65.065	-54.04664779856057
65.23183333333334	-54.506487704549045
65.39866666666667	-55.069100798090176
65.5655	-55.80255438891322
65.73233333333333	-56.16601559840615
65.89916666666667	-56.80766342672109
66.066	-57.26370028462793
66.23283333333333	-57.66166052908761
66.39966666666666	-58.32185686253047
66.5665	-59.12865643805412
66.73333333333333	-59.6480222141372
66.90016666666666	-60.171453100747385
67.067	-60.89237159287427
67.23383333333334	-61.30508625124094
67.40066666666667	-61.81278538046331
67.5675	-62.39644317449756
67.73433333333334	-62.91026206566244
67.90116666666667	-63.720694764537484
68.068	-50.64606463108407
68.23483333333334	-47.82320032123471
68.40166666666667	-47.31647068369534
68.5685	-47.33929525880899
68.73533333333333	-47.48633356568757
68.90216666666667	-47.648861837751156
69.069	-48.186631211930035
69.23583333333333	-48.74599652382676
69.40266666666666	-49.40018485679661
69.5695	-49.98471895670559
69.73633333333333	-50.415219935669256
69.90316666666666	-50.85292642076752
70.07	-51.33928372361902
70.23683333333334	-51.78801737001595
70.40366666666667	-52.43348622708277
70.5705	-52.92043416089041
70.73733333333334	-53.4049685103098
70.90416666666667	-53.824341469872934
71.071	-54.36168184710755
71.23783333333334	-54.820040734909526
71.40466666666667	-55.37837803198477
71.5715	-55.79379654930585
71.73833333333333	-56.286189278866914
71.90516666666667	-56.847045917684
72.072	-57.341746817708554
72.23883333333333	-58.181219178859465
72.40566666666666	-58.72726306950153
72.5725	-59.20204012256568
72.73933333333333	-59.66348559688868
72.90616666666666	-60.33275715175819
73.073	-61.50411036413857
73.23983333333334	-49.400953985892556
73.40666666666667	-46.90864462320269
73.5735	-45.90166229412512
73.74033333333334	-45.31712566477108
73.90716666666667	-45.09474349202969
74.074	-45.561586861296064
74.24083333333334	-45.83183613895835
74.40766666666667	-46.22386837862655
74.5745	-46.82884391712946
74.74133333333333	-47.40010253175046
74.90816666666667	-47.88433913169297
75.075	-48.40553452495578
75.24183333333333	-48.95956145345076
75.40866666666666	-49.68451554734679
75.5755	-50.31887757172876
75.74233333333333	-50.74592262322335
75.90916666666666	-50.99520643929122
76.076	-51.515336589682875
76.24283333333334	-51.80124362889751
76.40966666666667	-52.401100167691084
76.5765	-52.86769387448021
76.74333333333334	-53.21507123910101
76.91016666666667	-53.81165540195275
77.077	-54.23292672183379
77.24383333333334	-54.9068891611862
77.41066666666667	-55.41834584615185
77.5775	-55.91309180412895
77.74433333333333	-56.51694902524946
77.91116666666667	-57.19412847599574
78.078	-57.927960744298844
78.24483333333333	-58.32931915591257
78.41166666666668	-58.80624025584825
78.5785	-59.1976899134595
78.74533333333333	-59.79757103545239
78.91216666666665	-60.44545366749708
79.07900000000001	-48.473690377088815
79.24583333333334	-45.75588534998565
79.41266666666667	-45.1847251743568
79.5795	-44.7609086631594
79.74633333333334	-44.7986100935957
79.91316666666667	-45.16212911903267
80.08	-46.0315494445274
80.24683333333334	-47.12256579019254
80.41366666666667	-47.84185129375783
80.5805	-48.64629011955799
80.74733333333333	-49.39828813867325
80.91416666666667	-50.17186618111032
81.081	-50.73984005287957
81.24783333333333	-51.08275295948101
81.41466666666668	-51.71721248602921
81.5815	-52.32542108654616
81.74833333333333	-52.834165209319735
81.91516666666665	-53.13226618780914
82.08200000000001	-53.96872076997283
82.24883333333334	-54.63591370526524
82.41566666666667	-55.38599470435065
82.5825	-55.881315622382544
82.74933333333334	-56.54350937690651
82.91616666666667	-57.923506068909774
83.083	-58.70033187949434
